"Part","Change","Page","FedReg_Number","Year"
"211.22","Redesignated as 211.21","6358",58,"1993"
"211.22","Redesignated from 211.23","6359",58,"1993"
"211.23","Redesignated as 211.22; new 211.23 redesignated from 211.24; (a) through (h) redesignated as (b) through (i); new (a) added","6359",58,"1993"
"211.24","Redesignated as 211.23; new 211.24 redesignated from 211.25 and revised","6359",58,"1993"
"211.24","(f) added","47209",58,"1993"
"211.25","Redesignated as 211.24; new 211.25 redesignated from 211.26 and revised","6359",58,"1993"
"211.26","Redesignated as 211.25; new 211.26 redesignated from 211.27 and revised","6359",58,"1993"
"211.27","Redesignated as 211.26; new 211.27 redesignated from 211.28 and revised","6359",58,"1993"
"211.28","Redesignated as 211.27; new 211.28 redesignated from 211.29 and revised","6359",58,"1993"
"211.29","Redesignated as 211.28","6359",58,"1993"
"211.29","Added","6362",58,"1993"
"211.31","(b)(4) amended","46076",58,"1993"
"211.41","(b) amended","46076",58,"1993"
"211.42","(a) amended","46076",58,"1993"
"212","Heading revised","50512",58,"1993"
"213","Heading revised","50512",58,"1993"
"214","Heading revised","50512",58,"1993"
"215","Authority citation revised","26508, 61804",58,"1993"
"215","Heading revised","50512",58,"1993"
"215.4","(d)(3) added","26508",58,"1993"
"215.4","(d)(2) introductory text amended; interim","28494, 61804",58,"1993"
"216","Heading revised","50512",58,"1993"
"217","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,"1993"
"217","Heading revised","50512",58,"1993"
"217.1","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,"1993"
"217.4","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,"1993"
"217.6","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,"1993"
"217.101","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,"1993"
"217.201","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,"1993"
"217.301","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,"1993"
"217.302","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,"1993"
"217.601","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,"1993"
"217.602","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,"1993"
"217.603","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,"1993"
"218","Heading revised","50512",58,"1993"
"219","Heading revised","50512",58,"1993"
"220","OTC margin stock list","6602, 25543, 39640, 54929",58,"1993"
"220","Heading revised","50512",58,"1993"
"221","OTC margin stock list","6602, 25543, 39640, 54929",58,"1993"
"221","Heading revised","50512",58,"1993"
"224","OTC margin stock list","6602, 25543, 39640, 54929",58,"1993"
"224","Heading revised","50512",58,"1993"
"225","Authority citation revised","4074, 7980, 47209",58,"1993"
"225","Temporary exceptions","42640",58,"1993"
"225","Heading revised","50512",58,"1993"
"225.2","(k) revised","473",58,"1993"
"225.2","(k) and (l) revised","4074",58,"1993"
"225.4","(g) added","47209",58,"1993"
"225.11","(f) revised","6362",58,"1993"
"225.12","(f) revised","6362",58,"1993"
"225.13","(a) and (b)(2) revised","474",58,"1993"
"225.31","(d)(2)(ii) revised","474",58,"1993"
"225.63","(a) amended","15077",58,"1993"
"225","Appendix B amended","474",58,"1993"
"225","Appendix A amended","7980, 68739",58,"1993"
"225","Appendixes A and D amended","7981",58,"1993"
"225","Regulation at 57 FR 62180 confirmed","28492",58,"1993"
"226","Authority citation revised","17084",58,"1993"
"226","Heading revised","50512",58,"1993"
"226.15","(e) revised","40583",58,"1993"
"226.16","Footnotes 36a and 36b redesignated as Footnotes 36b and 36c","40583",58,"1993"
"226.23","(e) revised","40583",58,"1993"
"226","Supplement I amended","17084, 17085",58,"1993"
"227","Heading revised","50512",58,"1993"
"228","Heading revised","50512",58,"1993"
"229","Heading revised","50512",58,"1993"
"229.2","(cc) amended","2",58,"1993"
"229","Appendixes A, B-2 and E amended","2",58,"1993"
"230","Appendix E amended","3",58,"1993"
"230.2","(a) amended","15081",58,"1993"
"230.4"," (c)(1) amended","15081",58,"1993"
"230.5"," (a)(2)(ii) revised","15081",58,"1993"
"230.8"," (e) revised","15081",58,"1993"
"230"," Appendix A amended","15082",58,"1993"
"245"," Heading revised","50512",58,"1993"
"262"," Authority citation revised","47986",58,"1993"
"262.3"," (b)(1)(i)(D) removed; (b)(1)(i)(E) and (F) redesignated as (b)(1)(i)(D) and (E); (b)(2) amended; (b)(3) added; (j) introductory text revised","47986",58,"1993"
"263"," Authority citation revised","6363",58,"1993"
"263.51"," (c) revised","6363",58,"1993"
"264b"," Authority citation revised","57730",58,"1993"
"264b.3"," (c) and (d) correctly revised; CFR correction","38702",58,"1993"
"265"," (a) amended","57730",58,"1993"
"265"," Authority citation revised","26509",58,"1993"
"265.5"," (c)(3) added","26509",58,"1993"
"265.6"," (b)(2) revised; (f) added","6363",58,"1993"
"265.6"," (c)(5) removed","26509",58,"1993"
"265.6"," (g) added","53394",58,"1993"
"265.7"," (d)(8) revised","6363",58,"1993"
"265.7"," (c)(5) removed; (c)(6) redesignated as (c)(5)","26509",58,"1993"
"265.9"," (c)(4) amended; (c)(5) added","65540",58,"1993"
"265.11"," (d)(11) added","6363",58,"1993"
"268"," Revised; interim","9518",58,"1993"
