"Part.Number","Change","Page","FedReg_Number","Year"
"202","Interpretations","15891, 21605, 40424, 62903",42,1977
"202","Redesignated as Part 202a and effective date note added; new Part 202 added","48026",50,1985
"202","Revised","1243",42,1977
"202","Staff interpretations","11967, 30531, 32742, 39341",43,1978
"202","Staff interpretations","37600, 44830",44,1979
"202","Staff interpretations","16999",45,1980
"202.001","Added","13579",41,1976
"202.1","(b)(1) amended","8707",50,1985
"202.1","(c) revised; (f) added","20577",41,1976
"202.1","(d) revised","18540",43,1978
"202.1","(d)(2)(i) correctly revised","19644, 21318",43,1978
"202.1101","Added","22861",42,1977
"202.1102","Added","22861",42,1977
"202.1103","(a) and (d) corrected","39368",42,1977
"202.1103","Added","36801",42,1977
"202.1104","Added","57070",44,1979
"202.1104","Suspended","3567",45,1980
"202.1104","Technical correction","9259",45,1980
"202.13","(b) revised; (c) redesignated as (d); new (c) added","28255",41,1976
"202.14","(b) and (d) revised","20577",41,1976
"202.2","(c)(1)(i) and (2)(iii) revised; (c)(3) added","11969",43,1978
"202.2","(l) revised","23814",44,1979
"202.4","(d)(1) amended; (d)(3) added","20577",41,1976
"202.5","(d)(2) amended","20577",41,1976
"202.6","Amended","38759",41,1976
"202.601","Added eff. 4-1-83","46076",47,1982
"202.7","(a) effective date deferred, 1-31-76","60055",40,1975
"202.801","Added","40424",42,1977
"202.9","(a) and (b) revised","20577",41,1976
"202.901","Added eff. 4-1-83","46076",47,1982
"202a","Redesignated from Part 202 and effective date note added; eff. 12-16-85 (Part 202a to be removed eff. 10-1-86)","48026",50,1985
"203"," Removed","11873",39,1974
"203","Added","23936",41,1976
"203","Appendix C added","751",47,1982
"203","Exemptions","49954, 49956",47,1982
"203","Revised","40683",46,1981
"203.001","Added","19123",42,1977
"203.002","Added","19123",42,1977
"203.2","(h) added","58571",48,1983
"203.3","(a)(2) revised","56571",48,1983
"203.4","(d) added","80814",45,1980
"203.4","(d)(1) revised","56571",48,1983
"203.5","(d) and (e) added","80814",45,1980
"204","Added","19220",45,1980
"204","Footnotes 5a, 6, 7, and 8 redesignated as 6, 10, 11, and 12","26199",41,1976
"204","Revised","56018",45,1980
"204.1"," (e)(1) revised","43056",39,1974
"204.1"," (f)(5) amended","34020",39,1974
"204.1","(b) and (g) amended; (k) and (l) added","19220",45,1980
"204.1","(e)(1) revised","46301",40,1975
"204.1","(f) interpretation","13296",42,1977
"204.1","(f) introductory text and (3) revised","26198",41,1976
"204.1","(f)(1) revised","1616, 19644",43,1978
"204.1","Corrected","48499",40,1975
"204.1","Introductory text of (f) revised; (f)(5) added; (g) amended","16651, 33456",38,1973
"204.1(c)","revised","41984",39,1974
"204.110","Added","34020",39,1974
"204.117","Added","16651",38,1973
"204.118","Added","26679",41,1976
"204.119","Added","26200",41,1976
"204.120","Added","28305",45,1980
"204.121","Added","69879",45,1980
"204.122","Added","62812",46,1981
"204.123","Added","8987",47,1982
"204.124","Added","13011",50,1985
"204.2","(a)(1)(viii) added; (c)(1)(ii) and (f)(1)(v) revised","28973",48,1983
"204.2","(b) revised","19220",45,1980
"204.2","(b)(1) amended; (b)(1)(viii), (2), (c)(1)(i) and (ii), (d)(1)(i)(A), and (f)(1)(v) revised","46263",48,1983
"204.2","(b)(1)(vii) and (e)(6) amended","81537",45,1980
"204.2","(b)(2)(iv)(A) and (c)(1)(iii) amended","224",48,1983
"204.2","(b)(2), (c)(1)(i)(E) and (ii) revised; (c)(1)(iii) added","38105",47,1982
"204.2","(b)(2), (d), and (e) revised","55208",47,1982
"204.2","(e)(1)(viii) confirmed","58212",47,1982
"204.2","(e)(4) through (6) revised; (e)(7) added","44993",47,1982
"204.2","(e)(7) revised","52693",47,1982
"204.2","(f)(2) revised","22178",46,1981
"204.2","(h) footnote 1 amended; eff. 2-2-84","44707",47,1982
"204.2","(h) revised","79749",45,1980
"204.2","(h) revised","32428",46,1981
"204.2","(h)(1)(i)(B) and (ii)(B) revised","73015",45,1980
"204.2","(t) added","27092",46,1981
"204.2","(t) footnote 1 redesignated as footnote 2","32429",46,1981
"204.3","(a) introductory text and (d) revised; (c) amended","17335",48,1983
"204.3","(a) introductory text, (1)(ii), (2)(ii), and (c) amended","32430",46,1981
"204.3","(a) introductory text, (1)(ii), and (2)(ii) amended","81537",45,1980
"204.3","(a)(3) added","55206",47,1982
"204.3","(a)(3)(i) revised","2314",48,1983
"204.3","(c) amended; (d) revised; eff. 2-2-84","17336",48,1983
"204.3","(c), (d)(1), (2), and (4), and (h) revised; eff. 2-2-84","44707",47,1982
"204.3","(d) heading, (1) and (3) revised","73015",45,1980
"204.3","(d)(2) revised","10140",46,1981
"204.3","(d)(3) amended","14482",47,1982
"204.3","(e) and (f) added","19220",45,1980
"204.3","(i) added","58100",45,1980
"204.3","Technical correction","57904",47,1982
"204.4","(a) table revised; eff. 2-2-84","44708",47,1982
"204.4","(b) introductory text and (c) revised","49827",47,1982
"204.4","(b)(1) introductory text and (i) revised; (a), (c), and (f) amended","2314",48,1983
"204.4","(b)(1) introductory text and (ii), (2) introductory text and (ii), (d), and (g)(2)(ii)(A) and (B) and (iii) amended","32430",46,1981
"204.4","(b)(1)(ii), (2) introductory text, (2)(ii), and (g)(2)(iv) amended","81537",45,1980
"204.4","(b)(2)(ii) revised","55207",47,1982
"204.4","(e) revised","14482",47,1982
"204.4","(e) revised; temporary","57667",46,1981
"204.4","(f) amended","51509",50,1985
"204.4","(f) revised","57668",46,1981
"204.4","(g) revised","73015",45,1980
"204.5"," (a)(1)(ii) and (2)(ii) and (iii) revised","40581, 40939",39,1974
"204.5"," (a)(1)(ii) and (2)(ii) revised","33202",39,1974
"204.5","(a) introductory text and (e) amended; (d) revised","19220",45,1980
"204.5","(a)(1)(ii) and (2)(ii) amended; (f) removed","46063",45,1980
"204.5","(a)(1)(ii) and (2)(ii) and (c) revised","13727",38,1973
"204.5","(a)(1)(ii) and (2)(ii) revised","19908, 25985, 34457",38,1973
"204.5","(a)(1)(ii) and (2)(ii) revised","49310, 60055",40,1975
"204.5","(a)(1)(ii) and (2)(ii) revised","52202",43,1978
"204.5","(a)(1)(ii) and (2)(ii) revised","58821",45,1980
"204.5","(a)(1)(iii) and (2)(iii) revised","18869",38,1973
"204.5","(a)(1)(iii) and (2)(iii) revised","3973",40,1975
"204.5","(a)(1)(iii) and (2)(iii) revised","56627",41,1976
"204.5","(a)(1)(iii), (b) and (c) revised","9999",42,1977
"204.5","(c) amended","38688",43,1978
"204.5","(c) revised","17136",40,1975
"204.5","(d) and (e) added","10499",44,1979
"204.5","(f) revised","37411",45,1980
"204.5","(f)(1) introductory text and (2) introductory text revised; (f)(3) added","17925",45,1980
"204.5","(f)(3)(i)(B) corrected","39495",45,1980
"204.6","(a) introductory text amended; (b) revised; (f) added","60074",44,1979
"204.6","(b)(1) amended","81537",45,1980
"204.7","(a)(1) amended; eff. 2-2-84","44708",47,1982
"204.8","Redesignated as 204.9; new 204.8 added","32429",46,1981
"204.9","(a) revised","62054",46,1981
"204.9","(a) revised","18848",47,1982
"204.9","(a) revised","44449",49,1984
"204.9","(a) revised","50285",50,1985
"204.9","(a) revised; eff. 1-12-84","54587",48,1983
"204.9","(a)(1) introductory text and (2) revised","55206",47,1982
"204.9","(a)(1) revised","55210",47,1982
"204.9","(a)(1) revised","12084, 46006",48,1983
"204.9","Redesignated from 204.8","32429",46,1981
"204.9","Technical correction","57909",47,1982
"205","Added","18480",44,1979
"205","Appendix B amended","8708",50,1985
"205","Removed","53709",43,1978
"205","Staff interpretation—19217, 46876; Staff interpretation amended","60190",46,1981
"205","Supplement II amended","14881",48,1983
"205","Supplement II amended","40798",49,1984
"205","Supplement II amended","13181",50,1985
"205 Appendix","A amended","8267",45,1980
"205.1","(a) revised; OMB number","40797",49,1984
"205.1","Added; eff. 5-10-80","59471",44,1979
"205.10","(a) added","8265",45,1980
"205.11","(c)(3) and (4) revised","40798",49,1984
"205.11","(c)(4) added","44713",47,1982
"205.11","(i) revised","14881",48,1983
"205.11","Added","8265",45,1980
"205.12","Added; eff. 5-10-80","59471",44,1979
"205.13","(a)(1) amended","8708",50,1985
"205.13","(b)(2)(i) amended; (b)(4) and (c)(2) revised","8266",45,1980
"205.13","Added; eff. 5-10-80","59472",44,1979
"205.14","Added","8266",45,1980
"205.2","(g) revised; eff. in part 4-16-85","40798",49,1984
"205.2","(i) amended; (j) and (k) redesignated as (k) and (l); new (j) added; new (l)(3) revised; eff. 5-10-80","59470",44,1979
"205.2","Heading revised; (g) amended; (m) added","8263",45,1980
"205.3","(d)(2) and (3) revised; footnote 1a added","2973",46,1981
"205.3","(d)(3) corrected","9920",46,1981
"205.3","(d)(4) added","66347",45,1980
"205.3","(g) added","44713",47,1982
"205.3","Introductory text, (c) and (d) revised","59470",44,1979
"205.4","(c) and (d) redesignated as (b) and (c)","8263",45,1980
"205.4","Redesignated as 205.5; new 205.4 added; eff. 5-10-80","59470",44,1979
"205.5","(a) revised","33839",44,1979
"205.5","(a)(3) revised","8263",45,1980
"205.5","(c) amended","46434",44,1979
"205.5","(c)(1)(ii) and (2)(i) revised","14880",48,1983
"205.5","Footnote 1 redesignated as footnote 1b","2973",46,1981
"205.5","Redesignated as 205.6; new 205.5 redesignated from 205.4; new (b)(2) revised and (d) removed; eff. in part 5-10-80","59470",44,1979
"205.6","(d)(1)(i) revised","14881",48,1983
"205.6","Redesignated from 205.5; new (a)(3)(i) and (b) revised","59470",44,1979
"205.7","(a) introductory text revised","8263",45,1980
"205.7","Added; eff. 5-10-80","59470",44,1979
"205.8","(a) amended","8264",45,1980
"205.8","Added; eff. 5-10-80","59471",44,1979
"205.9","(a)(3) footnote 3 amended","31706",45,1980
"205.9","(a)(3) footnote 3, (b)(1)(iv)(A) footnote 5, and (b)(1)(v) revised","66347",45,1980
"205.9","(a)(3), (c) and (d) amended; (h) and (i) added","44713",47,1982
"205.9","(b)(1)(iv) amended; (b)(3) revised; (f), (g), and footnote 4a added","25383",45,1980
"205.9","(b)(3) revised","14881",48,1983
"205.9","(b)(3) revised","40798",49,1984
"205.9","Added","8264",45,1980
"206.1--206.71","Revised","50458",40,1975
"206.104","Added","11251",46,1981
"206.3","Heading revised; (d) added","11238",46,1981
"206.4","(h)(1) revised; eff. 1-29-79","60550",43,1978
"206.4","(h)(3), (4), and (5) revised; (h)(6), (7), and (8) added","67981",44,1979
"206.41","Form F-1 amended","67964",44,1979
"206.41","Form F-1 amended","11249",46,1981
"206.42","Amended; eff. 1-29-79","60554",43,1978
"206.42","Form F-2 amended","67965",44,1979
"206.42","Form F-2 amended","11249",46,1981
"206.43","Form F-3 amended","67965",44,1979
"206.43","Revised; eff. 1-29-79","60555",43,1978
"206.44","Form F-4 amended","67965",44,1979
"206.44","Form F-4 amended","11249",46,1981
"206.44","Form F-4 corrected","4231",47,1982
"206.44","Revised","46428",41,1976
"206.46","Amended; eff. 1-29-79","60557",43,1978
"206.47","Amended; eff. 1-29-79","60559",43,1978
"206.47","Form F-11 amended","67966",44,1979
"206.48","Form F-11A amended","67967",44,1979
"206.5","(b)(5) and (e)(6) added; (a), (b) introductory text, (c)(1) introductory text, and (5), (d), (g)(1)(i) and (ii), (2)(ii) and (iii), and (3), (h)(1), (i)(3)(i), (ii), and (iii), and (6) and (k)(1) through (4) revised; (c)(2) amended","11238",46,1981
"206.5","(c) (3), (4), (f)(5), (k), (1)(1), (3)(iv), (4), and (7) revised; eff. 1-29-79","60550",43,1978
"206.5","(c)(2) correctly amended; technical correction","16099",46,1981
"206.5","(d)(3) through (6) correctly added","21747",46,1981
"206.5","(l) and (m) removed","11242",46,1981
"206.5","(l) revised; (k)(5) added","67964",44,1979
"206.51","Amended; eff. 1-29-79","60559",43,1978
"206.51","Form F-5 amended","52843",40,1975
"206.51","Form F-5 amended","67968",44,1979
"206.51","Heading revised; Form F-5 amended","11249",46,1981
"206.53","Form F-12 redesignated as 206.81 and revised","11250",46,1981
"206.54","Added; eff. 1-29-79","60559",43,1978
"206.54","Form F-13 redesignated as 206.82 and amended","11251",46,1981
"206.6","(e)(3) and (l) revised eff. 1-29-79","60552",43,1978
"206.6","(j) through (u) redesignated as (k) through (v); new (j) added","11242",46,1981
"206.64","Heading correctly added","5391",44,1979
"206.7","(c)(10)(vii) added","46428",41,1976
"206.7","Revised","65184",45,1980
"206.7(c)(9)(viii)","revised","29916",39,1974
"206.71","Amended","46429",41,1976
"206.71","Revised","3172",42,1977
"206.71","Revised","65189",45,1980
"206.8","Added","11242",46,1981
"206.81","Form F-12 redesignated from 206.53 and revised","11250",46,1981
"206.82","Form F-13 redesignated from 206.54 and amended","11251",46,1981
"207","OTC margin stock list","21608",41,1976
"207","OTC margin stock list","14304, 45822",43,1978
"207","OTC margin stock list","20066, 56922",44,1979
"207","OTC margin stock list","24107, 66779",45,1980
"207","OTC margin stock list","20977, 49577",46,1981
"207","OTC margin stock list","8988, 30719, 44241",47,1982
"207","OTC margin stock list","6095, 26588, 45533",48,1983
"207","OTC margin stock list","4933, 23607, 43947",49,1984
"207","OTC margin stock list","4495, 18231, 30931, 45399",50,1985
"207","OTC margin stock list corrected","46957",43,1978
"207","OTC margin stock list corrected","28229, 48219",48,1983
"207","OTC margin stock list... 968, Forms revised under Regulation G","41605, 29299",42,1977
"207","OTC margin stock list; corrected","46275",42,1977
"207","OTC margin stock list; correction","46839",47,1982
"207","Preemption determinations","43671",48,1983
"207.1","(a) and (b) revised; footnote 4 removed; footnotes 5 and 6 redesignated as footnotes 4 and 5","30007",41,1976
"207.1","(h) and (i) revised","2982",47,1982
"207.108","Added","9425",39,1974
"207.109","Added","43815",39,1974
"207.110","Added","30038",43,1978
"207.111","Added","44256",45,1980
"207.1—207.7","Revised","35071",48,1983
"207.2","(i) discussion of comments","24613",50,1985
"207.2","(i) revised","2982",47,1982
"207.2","(i) revised","35758",49,1984
"207.2","(i) revised","10934",50,1985
"207.2","Footnotes 7 through 9 redesignated as footnotes 6 through 8","30007",41,1976
"207.2(f)(4)","revised","24220",39,1974
"207.3","(a) revised","30007",41,1976
"207.3","(q) added","35758",49,1984
"207.4","(a)(2)(i) revised","26905",38,1973
"207.4","(g) added","34652",38,1973
"207.5","(a) revised","13548",38,1973
"207.5","(c) and (f) amended","2983",47,1982
"207.5","(d) and (e) revised","28257",41,1976
"207.5","(d)(1), (4), (7), (8), and (9), and (e)(1), (4), (5), (6), and (7) revised","21758",47,1982
"207.5","(d)(2) and (e)(2) revised","20966",43,1978
"207.5","(f) revised"," 19636, 43482",40,1975
"207.5","Heading revised; (c) added","26355",50,1985
"207.5","Stock lists issued","44829",40,1975
"207.5(a)","revised","1006, 1974",39,1974
"207.5(d) and (e)","revised","24220",39,1974
"207.5(f)","revised","39433",39,1974
"208","Authority citation revised","16066",50,1985
"208.10","Redesignated as 208.11; redesignated from 208.9","5482",39,1974
"208.11","Redesignated as 208.12; redesignated from 208.10","5482",39,1974
"208.12","Redesignated from 208.11","5482",39,1974
"208.123","Added","13011",50,1985
"208.13","Added","16066",50,1985
"208.8","(d) footnote 6a revised","18122",47,1982
"208.8","(e)(2) and (5) removed; (e)(3) and (4) redesignated as (e)(2) and (3); new (e)(3) revised; Appendix A added","18162",43,1978
"208.8","(e)(5) added","21931",40,1975
"208.8","(e)(5) amended","20815",42,1977
"208.8","(e)(5) amended 1269","10062",41,1976
"208.8","(f) added","51179",40,1975
"208.8","(f)(2) amended; (f)(4) removed","2026",46,1981
"208.8","(f)(2) revised","14684",47,1982
"208.8","(f)(4) added","65569",42,1977
"208.8","(g), (h) and (i) added","49443",42,1977
"208.8","(j) added","45290",42,1977
"208.8","(k) added","43258",44,1979
"208.8","(k)(4) intro text, (4)(i), (4)(iii), (5)(iv), and (6)(i) revised","76482",44,1979
"208.8","Redesignated as 208.9; new 208.8 added","5482",39,1974
"208.8(c) and (d)","revised","29916",39,1974
"208.8(e)(4)","added","34020",39,1974
"208.9","(d) revised","19321",47,1982
"208.9","Redesignated as 208.10; redesignated from 208.8","5482",39,1974
"208.9(b) and (c)","revised","788",39,1974
"208.9(b)(2)","amended","1974",39,1974
"210","Heading revised","31764",42,1977
"210","Interim policy","3074",41,1976
"210","Revised","68634",45,1980
"210.12","(c)(10) added (temporary)","41336",50,1985
"210.12","Undesignated paragraph following (b)(2) designated as (d); (c) added","5740",50,1985
"210.1—210.16","(Subpart A) Heading added and nomenclature changes","31764",42,1977
"210.2","(a) revised","31764",42,1977
"210.2","(b) through (k) redesignated as (c) through (l) and revised; new (b) added","42059",46,1981
"210.2","Footnote 2 revised","32011",39,1974
"210.65","(Subpart B) Added","31765",42,1977
"210.9","(a) introductory text, (1), (2), and (3) redesignated as (a)(1), (ii), and (iii); undesignated text designated as (a)(2) and revised","4200",49,1984
"211","Added","36007",44,1979
"211","Authority citation","11819",47,1982
"211","Authority citation","5591",49,1984
"211","Removed","36012",44,1979
"211.108","(a) corrected","4571",38,1973
"211.108","Added","3585",38,1973
"211.109","Added","5837",38,1973
"211.11","Added","14913",38,1973
"211.111","Added","43199",40,1975
"211.112","Added","752",42,1977
"211.1–211.7","Designated as Subpart A","67058",45,1980
"211.1—211.7 (Subpart A)","Revised","39980",50,1985
"211.21–211.22 (Subpart B)","Added","67058",45,1980
"211.23","(b), (f) introductory text and (f)(5) introductory text, (i), (ii), and (iii) introductory text revised","39986",50,1985
"211.23","(h)(3) removed; (a)(3) revised","51095",47,1982
"211.23","Added; eff. 1-3-81","81540",45,1980
"211.3","(b)(2) revised","18016",46,1981
"211.31—211.34 (Subpart C)","Added","26448",48,1983
"211.34","(a)(2) revised; (c) added","56934",48,1983
"211.4","(c)(1) revised","51095",47,1982
"211.4","(d) revised","19221",45,1980
"211.4","(e)(4)(xii) and (xiii) amended; (e)(4)(xiv) and (xv) added","11819",47,1982
"211.41—211.43","(Subpart D) Added","5592",49,1984
"211.42","(d) redesignated as (h); new (d) through (g) added","12197",49,1984
"211.44","Added","5587",49,1984
"211.45","Added","12197",49,1984
"211.5","(b)(3) revised","70708",44,1979
"211.5","(c)(1)(ii) revised; (c)(1)(iii) redesignated as (c)(1)(iv); new (c)(1)(iii) added","76095",45,1980
"211.5","(c)(2) amended","2027",46,1981
"211.5","(c)(2) amended","51095",47,1982
"211.5","(c)(2) corrected","54057",47,1982
"211.5","(d)(14) redesignated as (d)(15); new (d)(14) added","56933",48,1983
"211.52","Added","7496",41,1976
"211.6","(b)(1)(ii) corrected","42152",44,1979
"211.6","(d) revised","39810",46,1981
"211.601","Added","67309",45,1980
"211.602","Interpretation","8437",46,1981
"211.7","(c) amended","55239",43,1978
"211.7","(e)(2) and (3) corrected","37603",44,1979
"212","Authority citation","47371",47,1982
"212","Authority citation","5534, 50303, 57106",48,1983
"212","Authority citation","28043",49,1984
"212","Authority citation corrected","1334, 2746",49,1984
"212","Reorganization table","48796",48,1983
"212","Revised","42156",44,1979
"212","Revised","24389",45,1980
"212.103","Added","18641",39,1974
"212.2","(h), (i), and (l) revised","50303",48,1983
"212.2","(n) added","28043",49,1984
"212.3","(a) and (b) introductory text, (1), and (3) revised","50303",48,1983
"212.3","(b) revised","28043",49,1984
"212.3","(h) added","2951",42,1977
"212.3","Introductory text revised; (g) added","18641",39,1974
"212.4","(b) introductory text, (1), (2), (3), and (5), and (c) revised","50304",48,1983
"212.4","(b)(5) revised; (c) added","47371",47,1982
"212.5","Revised","47371",47,1982
"212.5","Revised","5534",48,1983
"212.6","(a) removed; (b)(1) and (2) redesignated as new (a) and (b)","47372",47,1982
"212.6","(a) revised","28043",49,1984
"212.6","Revised","50304",48,1983
"213","Added","20951",46,1981
"213","Appendix D amended","8708",50,1985
"213","Appendixes A and B corrected; Appendix A footnotes 2 through 5 and Appendix B footnotes 6 through 10 correctly redesignated as footnotes 1 through 4 and 1 through 5","29245",46,1981
"213","Compliance date deferred to 10-1-82","756",47,1982
"213","Removed","36012",44,1979
"213.104","Added","14913",38,1973
"213.105","Added","18412",40,1975
"213.106","Added","752",42,1977
"213.2","(a)(17)(ii) corrected","29245",46,1981
"213.3","(b)(6) and (7) revised; (b)(8) added","40507",40,1975
"213.5","(b) introductory text corrected","29245",46,1981
"213.52","Added","7496",41,1976
"213.7","(a) and (b) amended","38688",43,1978
"213.7","(b) amended","14913",38,1973
"213.7","(b) amended","58737",42,1977
"213.7","(b) revised","7497",41,1976
"213.7","Revised","13728",38,1973
"213.7","Revised","17136",40,1975
"213.7(a)","revised","41984",39,1974
"213.7(b)","amended","20056",39,1974
"215","Footnotes 2 through 11 redesignated as 3 through 12","42805",48,1983
"215","Revised","12964",44,1979
"215","Supplement I added","20554",47,1982
"215 Subpart A appendix","Revised","42806",48,1983
"215.1","Revised","67978",44,1979
"215.1-215.11 (Subpart A)","Heading added","67978",44,1979
"215.10","Footnotes 8 and 9 correctly designated","2902",49,1984
"215.10","Revised","67979",44,1979
"215.10","Revised","56936",48,1983
"215.103","(a) revised; (c) amended","40507",40,1975
"215.11","Added","67979",44,1979
"215.2","(c)(5)(iv) revised","8506, 30039",43,1978
"215.2","(f) revised","42805",48,1983
"215.2","Heading and introductory text revised","67979",44,1979
"215.20","(a) revised; (b) amended","56936",48,1983
"215.20-215.23 (Subpart B)","Added","67979",44,1979
"215.23","Revised","56936",48,1983
"215.4","(b)(1) revised","42805",48,1983
"215.5","(b) and (c)(3) amended","42805",48,1983
"215.5","(c) revised","49348",47,1982
"215.5","Footnote 3 correctly designated as footnote 4","31883",43,1978
"215.9","Heading revised","67979",44,1979
"216","Appendix A revised","27831",38,1973
"216","Authority citation","15865, 49105",46,1981
"216","Heading and (b) revised","49105",46,1981
"216.3","(c) amended","15865",46,1981
"216.4","(a) amended","15865",46,1981
"216.5","(b) removed; (c) and (d) redesignated as (b) and (c)","15865",46,1981
"217","Footnotes 5a, 6, 6a, and 7 redesignated as 9, 10, 11, and 12","26199",41,1976
"217","Policy statements","11620",49,1984
"217.0","(c) revised; (d) added","19221",45,1980
"217.1","(b) and (h) revised, (c) and (d), and footnote 2 and 3 removed; footnotes 4 through 8a redesignated as 2 through 6a","39657",47,1982
"217.1","(b)(1)(iii) and (e)(4) amended; (h) revised","45756",48,1983
"217.1","(b)(1), (e) heading, (e)(2), (3)(ii), (4), and footnote 1 revised","46264",48,1983
"217.1","(c)(1), (2), (3), (d), and (e)(2) amended","73016",45,1980
"217.1","(e)(1) revised","46301",40,1975
"217.1","(e)(3) added","34457",38,1973
"217.1","(e)(3) revised","17832",40,1975
"217.1","(e)(3) revised","10062",41,1976
"217.1","(e)(3) revised","54759",47,1982
"217.1","(e)(4) added","224",48,1983
"217.1","(f) interpretation","13296",42,1977
"217.1","(f)(1) revised","19644",43,1978
"217.1","(f)(2) revised","46438",44,1979
"217.1","(f)(2) revised","37880",47,1982
"217.1","(f)(3) revised","26199",41,1976
"217.1","(h) added","17927",45,1980
"217.1","(h)(1)(iii)(B) amended; eff. 1-1-85","56938",48,1983
"217.1","(h)(1)(iii)(B) removed; (h)(1)(iii) amended; eff. 1-1-86","56938",48,1983
"217.1","(i) and (j) added","19221",45,1980
"217.1","(k) added","27092",46,1981
"217.1(e)(1)","revised","43057",39,1974
"217.102","Removed","23512",38,1973
"217.122-217.123","Removed","23512",38,1973
"217.137","(a) revised","16029",38,1973
"217.137","(a) revised","60076",44,1979
"217.138","Added","35231",38,1973
"217.143","Added","26201",41,1976
"217.147","Revised","10455",46,1981
"217.147","Revised","45757",48,1983
"217.149","Removed","10455",46,1981
"217.152","Added","16831",40,1975
"217.154","Added","58365",43,1978
"217.154","Removed","10455",46,1981
"217.155","Added","32353",44,1979
"217.156","Added","72630",45,1980
"217.157","(a)(1), (2) and (d) revised","54759",47,1982
"217.157","Added","42062",46,1981
"217.157","Effective date suspended","44421",46,1981
"217.157","Revised","46899",46,1981
"217.158","Added","8988",47,1982
"217.159","Added","37878",47,1982
"217.160","Added","47231",47,1982
"217.161","Added","13012",50,1985
"217.2","(a) and (b) revised; (l) added","32430",46,1981
"217.3","(a) amended","46437",44,1979
"217.3","(a) and (f) amended","45756",48,1983
"217.3","(a) revised","62398",46,1981
"217.3","(f) amended","24895",40,1975
"217.3","(f) amended","10453",46,1981
"217.3","(f) revised","39657",47,1982
"217.3","(l)(1) revised","55238",46,1981
"217.3","(l)(1)(ii)(C) and (2)(ii) corrected","57668",46,1981
